Zone,Wildlife,Pollution,Safety,Population,Volunteers
"Randolph County, NC, USA",42,6210,12.60443502,2096145,419
"Kauai County, HI, USA",100,4993,1.735766899,5217364,1043
"Pinellas County, FL, USA",24,5721,9.933354972,9904308,1980
"Volusia County, FL, USA",101,40,14.09878755,10409900,2081
"Clatsop County, OR, USA",64,5643,11.31262516,3157977,631
"Nassau County, NY, USA",76,8546,10.90563656,10228457,2045
"Sarasota County, FL, USA",149,246,18.90342162,12128650,2425
"Milwaukee County, WI, USA",116,1633,18.54986297,1417906,283
"Washington County, OR, USA",53,4577,9.697741031,4672539,934
"Los Angeles County, CA, USA",50,8514,12.48321231,1214104,242
"Broward County, FL, USA",64,9239,7.425460292,2737526,547
"Douglas County, NE, USA",83,2191,17.48247553,10514390,2102
"Monterey County, CA, USA",13,7874,6.661202452,5092501,1018
"Monterey County, CA, USA",72,5158,1.303501675,5092501,1018
"Lake County, IL, USA",138,3234,24.35407773,7648079,1529
"Santa Barbara County, CA, USA",96,1426,13.77999549,7045521,1409
"Volusia County, FL, USA",44,11881,6.190944022,10409900,2081
"King County, WA, USA",28,6775,21.54288024,2726805,545
"Covington County, AL, USA",125,2000,11.51135555,7279944,1455
"Calvert County, MD, USA",60,11315,22.15806764,6322354,1264
"Currituck County, NC, USA",78,10594,7.843863071,4103942,820
"Miami-Dade County, FL, USA",3,87,0.203994171,4518308,903
"Dupage County, IL, USA",21,9181,12.76416679,7730115,1546
"Multnomah County, OR, USA",79,8501,3.883806497,8946529,1789
"El Paso County, CO, USA",16,6036,21.8604973,3180546,636
"Palm Beach County, FL, USA",93,4694,7.595701221,8732606,1746
"Kings County, Brooklyn, NY, USA",76,10727,18.74910954,4380429,876
"Milwaukee County, WI, USA",81,7035,6.700137574,1417906,283
"Hillsborough County, FL, USA",9,2932,22.68234377,2408043,481
"Los Angeles County, CA, USA",18,3201,13.87555014,1214104,242
"Volusia County, FL, USA",132,6269,2.662284018,10409900,2081
"Los Angeles County, CA, USA",148,8943,16.12191638,1214104,242
"Kings County, Brooklyn, NY, USA",137,11910,4.01707045,4380429,876
"King County, WA, USA",88,10706,6.014779788,2726805,545
"Dare County, NC, USA",119,7854,11.41590483,467379,93
"Liberty County, GA, USA",62,10419,8.903794278,7707685,1541
"Pasco County, FL, USA",135,7485,24.77547798,2975377,595
"Los Angeles County, CA, USA",131,10157,16.49956711,1214104,242
"Miami-Dade County, FL, USA",50,3336,2.25983155,4518308,903
"Miami-Dade County, FL, USA",27,6533,9.884297253,4518308,903
"Miami-Dade County, FL, USA",73,1868,8.141918049,4518308,903
"Sussex County, DE, USA",82,2222,7.085894795,2084925,416
"Palm Beach County, FL, USA",124,1469,0.143441547,8732606,1746
"Pinellas County, FL, USA",45,25,21.62637654,9904308,1980
"Worcester County, MD, USA",46,6908,8.559178895,3516629,703
"Miami-Dade County, FL, USA",105,6785,22.31161483,4518308,903
"Monmouth County, NJ, USA",15,5215,24.31056706,10682732,2136
"Manistee County, MI, USA",28,7773,20.09425249,6115180,1223
"Fairfax County, VA, USA",93,7013,12.32117416,4147338,829
"Brevard County, FL, USA",95,9880,5.345479775,10924815,2184
"Leelanau County, MI, USA",105,8488,23.94998626,9538233,1907
"Douglas County, NE, USA",45,125,12.44338663,10514390,2102
"Washington County, RI, USA",94,11434,23.18227954,5048667,1009
"Douglas County, WI, USA",63,9783,14.10210398,1024110,204
"King County, WA, USA",119,10994,15.40639979,2726805,545
"Okaloosa County, FL, USA",129,5594,5.8732483,12234950,2446
"Palm Beach County, FL, USA",85,6850,8.341609573,8732606,1746
"Horry County, SC, USA",147,10076,2.9312661,10311923,2062
"Knox County, ME, USA",10,4243,11.57429755,9282054,1856
"Suffolk County, NY, USA",141,10959,13.22006132,9280308,1856
"Fairfax County, VA, USA",22,4394,7.663766014,4147338,829
"Clatsop County, OR, USA",112,11862,20.52002562,3157977,631
"Miami-Dade County, FL, USA",6,6968,20.42337233,4518308,903
"Broward County, FL, USA",63,11807,21.17010183,2737526,547
"Alameda County, CA, USA",15,378,9.138223724,11589551,2317
"Palm Beach County, FL, USA",99,9807,0.166445033,8732606,1746
"Cook County, IL, USA",91,10018,19.44588378,9067522,1813
"Palm Beach County, FL, USA",28,7944,4.636125794,8732606,1746
"San Diego County, CA, USA",86,11197,16.79782609,7853477,1570
"Los Angeles County, CA, USA",16,7662,13.58930702,1214104,242
"San Diego County, CA, USA",29,11987,14.91105716,7853477,1570
"Santa Barbara County, CA, USA",62,2378,4.795286955,7045521,1409
"St Johns County, FL, USA",97,9871,0.943645737,9244498,1848
"Elk County, PA, USA",102,1409,22.75174616,6008811,1201
"Pinellas County, FL, USA",23,1554,12.90337068,9904308,1980
"Douglas County, NE, USA",76,11540,16.36103424,10514390,2102
"Volusia County, FL, USA",137,6752,2.887457181,10409900,2081
"Monmouth County, NJ, USA",100,3860,17.16877142,10682732,2136
"Washington, DC, USA",82,11775,18.1898198,8678626,1735
"Los Angeles County, CA, USA",44,2637,5.343882131,1214104,242
"Fairfield County, CT, USA",113,9989,0.014153254,598941,119
"Cook County, IL, USA",57,1979,8.446417843,9067522,1813
"Alameda County, CA, USA",12,1286,1.707297509,11589551,2317
"Palm Beach County, FL, USA",60,1434,10.1216235,8732606,1746
"Fulton County, GA, USA",124,8767,7.868541456,576136,115
"Cumberland County, ME, USA",32,11646,3.86979049,9265149,1853
"Santa Cruz County, CA, USA",38,8111,24.21501906,9311168,1862
"Chautauqua County, NY, USA",84,7635,22.47297318,8538532,1707
"Pinellas County, FL, USA",84,1115,15.12151788,9904308,1980
"Kings County, Brooklyn, NY, USA",76,4064,2.561454543,4380429,876
"Allegheny County, PA, USA",38,2001,16.20371971,8659794,1731
"Brevard County, FL, USA",150,7373,2.804332135,10924815,2184
"Duval County, FL, USA",28,5722,19.02165812,295351,59
"Atlantic County, NJ, USA",109,6832,11.9076874,5079589,1015
"Cumberland County, ME, USA",140,1114,5.96823231,9265149,1853
"Palm Beach County, FL, USA",141,2793,24.28669884,8732606,1746
"Manitowoc County, WI, USA",105,8399,18.07692903,11041113,2208
"King County, WA, USA",23,8387,17.58241757,2726805,545
"Douglas County, NE, USA",100,4043,24.53227276,10514390,2102
"Erie County, PA, USA",114,308,2.121622245,10452065,2090
"Broward County, FL, USA",50,5172,18.7043527,2737526,547
"Pinellas County, FL, USA",118,5276,5.717600445,9904308,1980
"Arlington County, Arlington, VA, USA",109,2620,20.64426292,4092437,818
"Palm Beach County, FL, USA",13,10713,21.51077664,8732606,1746
"San Mateo County, CA, USA",63,3388,6.190100927,7237370,1447
"Los Angeles County, CA, USA",81,747,23.2927291,1214104,242
"Palm Beach County, FL, USA",14,10685,21.5719037,8732606,1746
"Los Angeles County, CA, USA",116,4754,10.44971196,1214104,242
"San Diego County, CA, USA",133,6287,24.71207666,7853477,1570
"Suffolk County, NY, USA",72,7368,11.23573552,9280308,1856
"Harford County, MD, USA",128,1160,11.03765601,6888852,1377
"Virginia Beach, VA, USA",149,894,4.257515084,8317810,1663
"Santa Barbara County, CA, USA",128,10454,3.889078633,7045521,1409
"Palm Beach County, FL, USA",102,10123,6.983832449,8732606,1746
"Suffolk County, NY, USA",39,6150,20.55670224,9280308,1856
"Lucas County, OH, USA",139,9449,1.07269629,3597514,719
"Washington County, RI, USA",129,11501,24.80124128,5048667,1009
"Volusia County, FL, USA",76,1552,15.33327985,10409900,2081
"Pinellas County, FL, USA",30,8639,11.23923263,9904308,1980
"Palm Beach County, FL, USA",143,1616,19.47344773,8732606,1746
"Travis County, TX, USA",62,3998,10.05373012,1759144,351
"Palm Beach County, FL, USA",52,10860,13.42538089,8732606,1746
"Miami-Dade County, FL, USA",44,5774,5.506516395,4518308,903
"Pinellas County, FL, USA",110,3297,2.556892077,9904308,1980
"Gloucester County, VA, USA",25,12079,25.02820441,9469141,1893
"Cumberland County, PA, USA",65,1054,21.99589788,2067544,413
"Pinellas County, FL, USA",130,5935,22.94796703,9904308,1980
"Volusia County, FL, USA",111,2147,0.885232539,10409900,2081
"Houghton County, MI, USA",42,9267,21.35122422,985411,197
"Pinellas County, FL, USA",65,5233,18.89351783,9904308,1980
"Palm Beach County, FL, USA",70,6125,3.886829603,8732606,1746
"Erie County, PA, USA",94,412,13.64843038,10452065,2090
"Palm Beach County, FL, USA",25,6639,22.46333569,8732606,1746
"Pinellas County, FL, USA",95,3948,15.47584697,9904308,1980
"Gwinnett County, GA, USA",95,1196,11.42336358,9152988,1830
"Los Angeles County, CA, USA",87,12069,2.91046093,1214104,242
"Volusia County, FL, USA",7,9220,17.98696887,10409900,2081
"Santa Barbara County, CA, USA",136,8730,11.32233845,7045521,1409
"San Diego County, CA, USA",134,4162,5.142632964,7853477,1570
"Los Angeles County, CA, USA",63,5296,6.96316412,1214104,242
"Snohomish County, WA, USA",132,2341,24.56592898,7464319,1492
"New Haven County, CT, USA",82,2175,2.275960736,11309618,2261
"Los Angeles County, CA, USA",55,2090,15.15456547,1214104,242
"Palm Beach County, FL, USA",19,2519,17.4633709,8732606,1746
"Allegheny County, PA, USA",103,5429,14.32029859,8659794,1731
"Pinellas County, FL, USA",29,2332,12.63199664,9904308,1980
"Volusia County, FL, USA",104,1593,17.87250105,10409900,2081
"Rockingham County, NH, USA",95,3336,14.5472882,5146074,1029
"King County, WA, USA",83,3050,5.994850609,2726805,545
"San Luis Obispo County, CA, USA",113,8110,12.99272454,9389152,1877
"Walton County, FL, USA",97,9183,24.16831753,10587059,2117
"Mobile County, AL, USA",4,7830,23.03766011,2533898,506
"Los Angeles County, CA, USA",28,10099,5.167849801,1214104,242
"Brunswick County, NC, USA",66,12173,21.37540947,1486845,297
"Pinellas County, FL, USA",13,7189,22.20297432,9904308,1980
"Palm Beach County, FL, USA",88,1621,21.70691317,8732606,1746
"Elbert County, GA, USA",53,11720,19.72881529,8254935,1650
"Jefferson County, TX, USA",34,8105,20.70653657,1384988,276
"King County, WA, USA",48,4816,13.08087418,2726805,545
"San Diego County, CA, USA",138,130,6.492181921,7853477,1570
"Waldo County, ME, USA",28,7510,24.34785579,12055956,2411
"Douglas County, NE, USA",58,3628,6.828098531,10514390,2102
"Humboldt County, CA, USA",4,4703,5.088457415,9769130,1953
"Pinellas County, FL, USA",68,6069,16.31354961,9904308,1980
"Washington County, OR, USA",43,7779,14.46320705,4672539,934
"Volusia County, FL, USA",112,1043,8.053606706,10409900,2081
"Cuyahoga County, OH, USA",109,11310,4.681178264,11208521,2241
"Santa Cruz County, CA, USA",135,443,0.311183943,9311168,1862
"Palm Beach County, FL, USA",70,2102,3.86627206,8732606,1746
"Franklin County, FL, USA",67,627,13.51173355,5890127,1178
"Monterey County, CA, USA",59,1747,11.64368535,5092501,1018
"Palm Beach County, FL, USA",46,11732,16.73353273,8732606,1746
"Volusia County, FL, USA",64,366,4.549740554,10409900,2081
"Cape May County, NJ, USA",122,2883,2.63724299,2080077,416
"Hawaii County, HI, USA",50,4499,11.51458021,7518150,1503
"Worcester County, MD, USA",63,482,9.705144424,3516629,703
"Worcester County, MD, USA",143,10392,1.313987039,3516629,703
"Los Angeles County, CA, USA",8,10720,21.74588581,1214104,242
"Alameda County, CA, USA",71,1420,3.576486029,11589551,2317
"Lake County, IL, USA",71,11375,5.477757464,7648079,1529
"Santa Cruz County, CA, USA",2,4899,19.32176066,9311168,1862
"Colleton County, SC, USA",0,7056,14.98291985,6327439,1265
"Charlotte County, FL, USA",91,9834,13.32872942,6584509,1316
"Pinellas County, FL, USA",20,437,12.58105616,9904308,1980
"New London County, CT, USA",116,10354,7.213683503,5530638,1106
"Volusia County, FL, USA",121,11966,21.67703457,10409900,2081
"San Luis Obispo County, CA, USA",114,3561,10.99461066,9389152,1877
"Travis County, TX, USA",128,901,21.5931787,1759144,351
"Douglas County, NE, USA",85,10494,18.01600464,10514390,2102
"Lucas County, OH, USA",55,7250,23.41469591,3597514,719
"Brevard County, FL, USA",139,984,18.39381642,10924815,2184
"Miami-Dade County, FL, USA",91,6783,24.87738818,4518308,903
"Orleans Parish, New Orleans, LA, USA",1,11143,13.36275874,6046016,1209
"Palm Beach County, FL, USA",61,3932,10.43256961,8732606,1746
"Orange County, CA, USA",78,11770,25.05974254,6304735,1260
"Leelanau County, MI, USA",99,9078,16.66600574,9538233,1907
"Colleton County, SC, USA",32,11301,17.28584656,6327439,1265
"Humboldt County, CA, USA",128,10660,4.36258934,9769130,1953
"Douglas County, NE, USA",123,4570,23.639293,10514390,2102
"Leelanau County, MI, USA",37,4559,9.607594048,9538233,1907
"Santa Cruz County, CA, USA",115,10297,14.09893505,9311168,1862
"Los Angeles County, CA, USA",118,4419,24.49230741,1214104,242
"Los Angeles County, CA, USA",50,7397,21.25956547,1214104,242
"Walton County, FL, USA",61,11244,9.665999836,10587059,2117
"Santa Cruz County, CA, USA",96,6759,8.645378477,9311168,1862
"Bronx County, NY, USA",66,8262,11.48383539,9097502,1819
"San Diego County, CA, USA",137,10771,17.51471525,7853477,1570
,37,2643,7.062681879,5670055,1134
"San Francisco County, CA, USA",20,4866,8.742760795,1677439,335
"Hillsborough County, FL, USA",20,8466,18.96619184,2408043,481
"Volusia County, FL, USA",60,6558,24.63418396,10409900,2081
"San Mateo County, CA, USA",133,5691,16.17106204,7237370,1447
"Baldwin County, AL, USA",81,11689,13.7828066,11219138,2243
"Douglas County, NE, USA",71,4899,8.01218673,10514390,2102
"San Mateo County, CA, USA",21,11326,19.3276383,7237370,1447
"Suffolk County, NY, USA",6,7,20.46282902,9280308,1856
"Orleans Parish, New Orleans, LA, USA",10,956,2.944436258,6046016,1209
"Los Angeles County, CA, USA",60,9582,5.091624093,1214104,242
"New Castle County, DE, USA",130,4229,1.886020937,8057796,1611
"Douglas County, NE, USA",75,1193,10.251378,10514390,2102
"Palm Beach County, FL, USA",62,4085,1.276056206,8732606,1746
"Wayne County, NY, USA",144,7912,2.38234193,5669833,1133
"Miami-Dade County, FL, USA",135,6926,8.860620748,4518308,903
"Randolph County, NC, USA",62,8543,23.59411799,2096145,419
"Outagamie County, WI, USA",144,2682,10.73861113,6285208,1257
"Palm Beach County, FL, USA",91,11800,8.909996057,8732606,1746
"Palm Beach County, FL, USA",68,4974,12.04957493,8732606,1746
"San Francisco County, CA, USA",39,3227,0.862875387,1677439,335
"San Diego County, CA, USA",139,3925,10.20760713,7853477,1570
"San Francisco County, CA, USA",95,9101,20.44815062,1677439,335
"Arlington County, Arlington, VA, USA",41,2858,23.18779242,4092437,818
"Colleton County, SC, USA",35,3452,5.574823857,6327439,1265
"Los Angeles County, CA, USA",105,12341,1.644722694,1214104,242
"Queens County, Queens, NY, USA",103,12001,14.79774447,530526,106
"San Saba County, TX, USA",141,11876,23.63722438,1284993,256
"Douglas County, NE, USA",45,3003,22.53835525,10514390,2102
"Los Angeles County, CA, USA",82,2457,3.495707188,1214104,242
"San Diego County, CA, USA",70,10498,14.92442237,7853477,1570
"Miami-Dade County, FL, USA",145,11431,19.14760387,4518308,903
"New York County, New York, NY, USA",98,5310,9.915338173,3035344,607
"Washington County, OR, USA",147,4933,10.22537214,4672539,934
"Miami-Dade County, FL, USA",109,2633,14.9029845,4518308,903
"Cook County, IL, USA",19,5161,4.147652885,9067522,1813
"Los Angeles County, CA, USA",20,11420,11.96825336,1214104,242
"Palm Beach County, FL, USA",143,9706,4.987267362,8732606,1746
"San Diego County, CA, USA",122,9873,3.887003174,7853477,1570
"Galveston County, TX, USA",76,718,18.88328611,1286716,257
"Norfolk, VA, USA",85,2021,5.818622274,7120477,1424
"Santa Cruz County, CA, USA",45,11630,7.690599222,9311168,1862
"Virginia Beach, VA, USA",51,4622,2.472214678,8317810,1663
"San Bernardino County, CA, USA",14,7347,10.24587532,6407434,1281
"Palm Beach County, FL, USA",104,5544,3.120341023,8732606,1746
"Miami-Dade County, FL, USA",131,10137,22.42185617,4518308,903
"Cook County, IL, USA",35,6412,22.32031486,9067522,1813
"San Luis Obispo County, CA, USA",128,10059,23.36948804,9389152,1877
"Northampton County, PA, USA",122,7082,3.6566201,4378416,875
"Broward County, FL, USA",107,11181,17.56841788,2737526,547
"Douglas County, NE, USA",90,9073,4.821577122,10514390,2102
"King County, WA, USA",73,5319,5.179911975,2726805,545
"Los Angeles County, CA, USA",9,103,2.123385342,1214104,242
"Miami-Dade County, FL, USA",48,5877,13.9354085,4518308,903
"San Diego County, CA, USA",21,4202,1.891669729,7853477,1570
"Carroll County, GA, USA",38,5857,16.34218797,8510914,1702
"Pinellas County, FL, USA",121,92,23.78874602,9904308,1980
"St Louis County, MN, USA",121,804,23.65244625,12089299,2417
"Citrus County, FL, USA",55,2173,11.62527478,2427852,485
"Ventura County, CA, USA",77,6933,21.6164313,11216018,2243
"Broward County, FL, USA",119,6794,11.27802318,2737526,547
"Erie County, PA, USA",23,8127,17.01671071,10452065,2090
"King County, WA, USA",108,9636,6.262992603,2726805,545
"King County, WA, USA",47,9552,23.60908521,2726805,545
"Hillsborough County, FL, USA",98,10283,1.322997109,2408043,481
"New Haven County, CT, USA",99,6026,19.30987358,11309618,2261
"King County, WA, USA",78,10421,22.31090181,2726805,545
"San Mateo County, CA, USA",117,8780,9.298864537,7237370,1447
"Barnstable County, MA, USA",27,3161,5.8428649,478154,95
"Suffolk County, NY, USA",100,2546,12.70777691,9280308,1856
"San Luis Obispo County, CA, USA",96,3352,4.74382336,9389152,1877
"Mendocino County, CA, USA",70,5924,7.047447736,9863517,1972
"Gila County, AZ, USA",23,8308,13.18581016,4156081,831
"Los Angeles County, CA, USA",95,11085,19.90546692,1214104,242
"Alameda County, CA, USA",134,5543,5.448457127,11589551,2317
"Los Angeles County, CA, USA",97,7708,6.221648489,1214104,242
"Lucas County, OH, USA",14,5932,17.85697805,3597514,719
"Washington County, OR, USA",3,8286,13.23881018,4672539,934
"Palm Beach County, FL, USA",107,3405,5.150816548,8732606,1746
"Humboldt County, CA, USA",90,3664,7.220422933,9769130,1953
"Wayne County, PA, USA",48,7137,13.86983202,1173471,234
"San Francisco County, CA, USA",70,3566,1.884386824,1677439,335
"Arlington County, Arlington, VA, USA",20,6843,0.302531418,4092437,818
"Santa Cruz County, CA, USA",94,5196,22.56892977,9311168,1862
"Orleans Parish, New Orleans, LA, USA",45,7653,12.22238679,6046016,1209
"Alameda County, CA, USA",27,12186,7.38536788,11589551,2317
"San Diego County, CA, USA",150,3314,16.47755584,7853477,1570
"Pinellas County, FL, USA",23,149,0.790914661,9904308,1980
"Los Angeles County, CA, USA",37,8661,19.95253628,1214104,242
"Hillsborough County, FL, USA",144,9478,13.351426,2408043,481
"Milwaukee County, WI, USA",117,424,1.398248136,1417906,283
"Virginia Beach, VA, USA",85,4749,20.89010135,8317810,1663
"Cook County, IL, USA",89,7354,16.05313304,9067522,1813
"Los Angeles County, CA, USA",139,9821,1.012620005,1214104,242
"Palm Beach County, FL, USA",107,4754,14.42183511,8732606,1746
"Kings County, Brooklyn, NY, USA",61,993,15.94769734,4380429,876
"Erie County, PA, USA",95,10247,1.448702454,10452065,2090
"Palm Beach County, FL, USA",15,11191,8.314283926,8732606,1746
"Stafford County, VA, USA",71,8815,23.61744322,1510294,302
"Los Angeles County, CA, USA",49,6444,16.84246487,1214104,242
"St Johns County, FL, USA",15,4595,13.51420154,9244498,1848
"Brevard County, FL, USA",71,7556,13.93245488,10924815,2184
"Benzie County, MI, USA",58,10378,20.07818782,644048,128
"Volusia County, FL, USA",19,5998,18.61954972,10409900,2081
"Martin County, FL, USA",51,2843,13.99473046,1363198,272
"Nassau County, NY, USA",68,12296,20.05074701,10228457,2045
"Mecklenburg County, NC, USA",44,10583,8.833333214,9572635,1914
"Mendocino County, CA, USA",134,8294,12.33930312,9863517,1972
"Bronx County, NY, USA",42,8980,16.35723959,9097502,1819
"Lucas County, OH, USA",55,8286,0.104744902,3597514,719
"Fairfield County, CT, USA",38,6325,15.05527919,598941,119
"Pinellas County, FL, USA",80,558,8.932670721,9904308,1980
"Los Angeles County, CA, USA",77,1354,15.10834982,1214104,242
"San Diego County, CA, USA",27,2631,10.15965314,7853477,1570
"Sumter County, GA, USA",141,6527,16.65199736,9608335,1921
"Santa Cruz County, CA, USA",53,9153,7.823307098,9311168,1862
"Murray County, GA, USA",18,259,24.39125067,10184364,2036
"King County, WA, USA",15,1025,19.6210522,2726805,545
"El Paso County, CO, USA",10,10834,18.96656422,3180546,636
"Cook County, IL, USA",129,10591,12.13743846,9067522,1813
"Washington, DC, USA",36,9240,10.03028481,8678626,1735
"Plymouth County, MA, USA",15,1856,14.68853134,2383556,476
"Cumberland County, PA, USA",143,3538,2.609577444,2067544,413
"Ventura County, CA, USA",127,11175,8.494172348,11216018,2243
"Maui County, HI, USA",1,1525,16.06963199,5575846,1115
"Sussex County, DE, USA",59,8146,24.55043048,2084925,416
"Santa Barbara County, CA, USA",11,5637,7.800551454,7045521,1409
"Los Angeles County, CA, USA",147,6558,14.09999256,1214104,242
"Clallam County, WA, USA",40,4545,15.71252241,2820001,564
"Santa Barbara County, CA, USA",150,11390,9.871983705,7045521,1409
"Horry County, SC, USA",62,11836,5.356367514,10311923,2062
"Los Angeles County, CA, USA",144,3669,24.59272906,1214104,242
"Pinellas County, FL, USA",119,12108,11.16772004,9904308,1980
"Humboldt County, CA, USA",80,156,21.8194283,9769130,1953
"St Johns County, FL, USA",149,9616,24.85582387,9244498,1848
"Volusia County, FL, USA",91,468,18.68994885,10409900,2081
"Philadelphia County, Philadelphia, PA, USA",90,2630,8.696128857,5766945,1153
"Santa Barbara County, CA, USA",40,2354,23.72913209,7045521,1409
"Richmond County, Staten Island, NY, USA",129,11412,1.38076865,5577314,1115
"Sussex County, DE, USA",52,4887,12.58071938,2084925,416
"Charlevoix County, MI, USA",57,11755,12.40061343,4242960,848
"Galveston County, TX, USA",108,248,16.91698151,1286716,257
"San Diego County, CA, USA",56,11088,15.76817278,7853477,1570
"Erie County, NY, USA",46,2332,16.03107303,7512282,1502
"Kings County, Brooklyn, NY, USA",68,5237,12.19046113,4380429,876
"Volusia County, FL, USA",147,5664,2.242914802,10409900,2081
"King County, WA, USA",132,5706,19.97296053,2726805,545
"Manistee County, MI, USA",113,7695,7.184939716,6115180,1223
"Knox County, ME, USA",109,11194,24.92742574,9282054,1856
"Pinellas County, FL, USA",87,7350,19.64152799,9904308,1980
"San Diego County, CA, USA",84,4253,15.3037758,7853477,1570
"Volusia County, FL, USA",67,9727,9.729567376,10409900,2081
"Grays Harbor County, WA, USA",52,7138,2.886352704,12029490,2405
"Miami-Dade County, FL, USA",145,1588,10.92873082,4518308,903
"Orleans Parish, New Orleans, LA, USA",31,5086,6.797353644,6046016,1209
"Palm Beach County, FL, USA",62,3258,14.89422015,8732606,1746
"Lake County, IL, USA",142,4275,7.043398372,7648079,1529
"Palm Beach County, FL, USA",81,11637,2.059763354,8732606,1746
"Manatee County, FL, USA",67,4893,6.830919923,11649638,2329
"Los Angeles County, CA, USA",108,8188,18.20664499,1214104,242
"San Diego County, CA, USA",100,11362,18.02399665,7853477,1570
"Lincoln County, OR, USA",47,12211,18.17159583,3663964,732
"Baldwin County, AL, USA",52,797,15.55107001,11219138,2243
"Miami-Dade County, FL, USA",5,9774,9.395849311,4518308,903
"Colleton County, SC, USA",147,1381,24.35935367,6327439,1265
"Erie County, NY, USA",135,3106,3.087739407,7512282,1502
"Baldwin County, AL, USA",100,10635,18.85031827,11219138,2243
"Palm Beach County, FL, USA",20,1285,3.552476142,8732606,1746
"Miami-Dade County, FL, USA",5,12167,4.596533517,4518308,903
"San Diego County, CA, USA",52,1127,19.79396104,7853477,1570
"King County, WA, USA",12,416,10.88877426,2726805,545
"Lee County, FL, USA",129,593,1.160738068,5670726,1134
"Westchester County, NY, USA",41,305,23.1297858,7149925,1429
"Palm Beach County, FL, USA",149,12056,10.87969452,8732606,1746
"Los Angeles County, CA, USA",146,5094,8.356113728,1214104,242
"Volusia County, FL, USA",64,9913,10.83872952,10409900,2081
"St Johns County, FL, USA",67,1577,12.27486027,9244498,1848
"Los Angeles County, CA, USA",109,12086,20.73525341,1214104,242
"Lake County, IL, USA",69,3414,18.30457626,7648079,1529
"Brevard County, FL, USA",10,11752,22.10564411,10924815,2184
"Pinellas County, FL, USA",31,10958,21.31081711,9904308,1980
"Miami-Dade County, FL, USA",32,2669,11.97369743,4518308,903
"Ventura County, CA, USA",145,6926,14.25447301,11216018,2243
"Nueces County, TX, USA",98,3709,2.139397666,2494422,498
"Grays Harbor County, WA, USA",2,12145,23.05165994,12029490,2405
"Lake County, IL, USA",38,2794,5.3287409,7648079,1529
"Palm Beach County, FL, USA",141,11282,13.64342467,8732606,1746
"San Mateo County, CA, USA",117,2623,22.13367274,7237370,1447
"Palm Beach County, FL, USA",80,4642,11.78983114,8732606,1746
"Miami-Dade County, FL, USA",131,4638,19.89641551,4518308,903
"Jasper County, IA, USA",120,1043,23.28842999,7246436,1449
"Cecil County, MD, USA",104,7306,14.02564864,7693974,1538
"St Johns County, FL, USA",95,3147,1.932644576,9244498,1848
"Cook County, IL, USA",21,2466,17.00426841,9067522,1813
"Monterey County, CA, USA",7,1822,15.85274451,5092501,1018
"Humboldt County, CA, USA",27,4060,1.756048299,9769130,1953
"Los Angeles County, CA, USA",113,7546,8.625098256,1214104,242
"Colleton County, SC, USA",114,5519,5.75550237,6327439,1265
"Palm Beach County, FL, USA",44,6388,7.052907255,8732606,1746
"Kings County, Brooklyn, NY, USA",35,6442,8.381042273,4380429,876
"Brunswick County, NC, USA",39,9886,1.407682997,1486845,297
"Clatsop County, OR, USA",34,7569,14.73072809,3157977,631
"Palm Beach County, FL, USA",37,9408,10.68172749,8732606,1746
"Miami-Dade County, FL, USA",80,1358,17.54478133,4518308,903
"Los Angeles County, CA, USA",38,3703,8.243876791,1214104,242
"Los Angeles County, CA, USA",92,7023,19.97747501,1214104,242
"Pinellas County, FL, USA",43,195,5.446601102,9904308,1980
"Cumberland County, PA, USA",107,6,10.51489916,2067544,413
"Miami-Dade County, FL, USA",137,10002,9.931389984,4518308,903
"Colleton County, SC, USA",146,3721,3.864878997,6327439,1265
"Cumberland County, PA, USA",4,10923,13.02620306,2067544,413
"Douglas County, NE, USA",17,3230,3.930634493,10514390,2102
"Pinellas County, FL, USA",44,5307,7.645161507,9904308,1980
"Honolulu County, HI, USA",71,7128,7.876530734,458547,91
"Alameda County, CA, USA",21,8884,15.65799179,11589551,2317
"Douglas County, NE, USA",139,10409,4.212647897,10514390,2102
"Monterey County, CA, USA",70,903,0.403915478,5092501,1018
"Cook County, IL, USA",118,1003,12.62171139,9067522,1813
"Los Angeles County, CA, USA",20,7133,24.37611552,1214104,242
"Miami-Dade County, FL, USA",72,11133,5.044153239,4518308,903
"Alameda County, CA, USA",122,963,22.77234818,11589551,2317
"San Mateo County, CA, USA",68,2100,16.69706065,7237370,1447
"Volusia County, FL, USA",112,3802,9.463086841,10409900,2081
"Fairfield County, CT, USA",144,1972,10.03033671,598941,119
"Leelanau County, MI, USA",6,12284,9.273435822,9538233,1907
"Pinellas County, FL, USA",76,16,22.6605517,9904308,1980
"Los Angeles County, CA, USA",40,11595,8.207970257,1214104,242
"Los Angeles County, CA, USA",124,9409,13.06107161,1214104,242
"Colleton County, SC, USA",4,2043,14.39527125,6327439,1265
"Broward County, FL, USA",126,8343,8.801066951,2737526,547
"Douglas County, NE, USA",20,3374,14.98650296,10514390,2102
"Leelanau County, MI, USA",45,9599,17.82435542,9538233,1907
"Palm Beach County, FL, USA",27,3998,16.54886417,8732606,1746
"Fannin County, GA, USA",73,6013,8.06600168,10472572,2094
"Winnebago County, WI, USA",134,6117,9.166286201,5194397,1038
"Los Angeles County, CA, USA",71,2115,13.05386963,1214104,242
"Galveston County, TX, USA",73,9841,6.766683071,1286716,257
