,Zone,Food Wrappers,Miles,Latitude,Longitude,Wildlife,Pollution,Terrain,Population,Volunteers
366,"Galveston County, TX, USA",31,0.402,29.27447,-94.85296,105,4658,12.675109774798727,1286716,257
6180,"Los Angeles County, CA, USA",6,0.7476,33.70836,-118.27781,131,8045,12.95723331929335,1214104,242
3370,"Honolulu County, HI, USA",2,0.0024,21.68023,-158.03495,112,9259,14.057265731745488,458547,91
13257,"Bronx County, NY, USA",1,0.0144,40.84215,-73.85579,92,1329,7.705641925096194,9097502,1819
14886,"Marin County, CA, USA",12,0.0439,37.87331,-122.59711,63,10637,7.894270190485289,2222618,444
9405,"Leelanau County, MI, USA",3,0.1,44.95075,-85.80632,133,1642,11.55771575911233,9538233,1907
6787,"Palm Beach County, FL, USA",4,2.3632,26.46923,-80.05841,125,1661,8.880009755208478,8732606,1746
13696,"Miami-Dade County, FL, USA",1,0.0071,25.74085,-80.17106,39,7037,6.583348194509151,4518308,903
8195,"Palm Beach County, FL, USA",0,2.4454,26.46902,-80.05661,11,178,24.19743310154564,8732606,1746
12335,"San Luis Obispo County, CA, USA",71,1.0,35.370538434174,-120.86531236768,47,9055,0.29880930299285,9389152,1877
10225,"Cook County, IL, USA",62,0.1,41.96675,-87.637,123,11326,14.943380751349515,9067522,1813
5718,"San Diego County, CA, USA",11,0.0756,33.22271,-117.3581,88,9456,22.886436870305065,7853477,1570
15225,"Humboldt County, CA, USA",1,0.0173,40.80435,-124.16984,82,1331,19.77786858671158,9769130,1953
992,"Bexar County, TX, USA",4,0.0473,29.41936,-98.49213,59,8860,11.890875127647298,648990,129
2776,"Pinellas County, FL, USA",2,1.2733,27.73572,-82.75082,129,6668,16.15913073171381,9904308,1980
1289,"San Diego County, CA, USA",21,0.0043,32.79876,-117.258,32,4628,20.04594280598347,7853477,1570
5203,"Brevard County, FL, USA",3,1.0241,28.31812,-80.60798,130,863,14.366095420067463,10924815,2184
1939,"Harford County, MD, USA",58,1.5,39.446665661963,-76.266621285025,121,11670,20.893749809218164,6888852,1377
298,,10,0.8179,27.80649,-97.07254,71,193,8.486215284320794,5670055,1134
8338,"Palm Beach County, FL, USA",0,1.0,26.350682665568,-80.069720887443,133,1883,13.962193333082164,8732606,1746
15716,"Pinellas County, FL, USA",0,0.0076,27.86284,-82.70933,83,4868,17.471957965509205,9904308,1980
783,"San Diego County, CA, USA",200,5.0,32.913647475086,-117.09732856091,149,6756,19.201862536587868,7853477,1570
5835,"San Francisco County, CA, USA",22,0.0154,37.74666,-122.388,26,10766,7.2925199573108985,1677439,335
12797,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,145,9921,10.323230530351193,10409900,2081
8378,"Chesapeake, VA, USA",44,0.3545,36.74856,-76.23027,64,7666,23.808432230978834,5448198,1089
15132,"Santa Cruz County, CA, USA",57,0.0178,36.92204,-121.77256,36,3914,16.3133087998579,9311168,1862
2575,"Washington County, OR, USA",0,0.25,45.52570527694,-122.87632940607,140,10981,9.847241524225138,4672539,934
7765,"Kings County, Brooklyn, NY, USA",15,1.2314,40.57568,-73.98106,26,11061,19.791439260367508,4380429,876
12083,"Southampton County, VA, USA",3,0.0,36.80523,-76.97742,85,11206,17.149227519896964,2624021,524
9135,"Galveston County, TX, USA",1550,16.2,29.286553,-94.793028,5,540,24.56705024163835,1286716,257
4635,"St Johns County, FL, USA",1,0.0,30.15842,-81.35492,84,4861,17.27903066966035,9244498,1848
7711,"Miami-Dade County, FL, USA",7,0.0241,25.71089,-80.15355,35,2284,9.631041651116206,4518308,903
7570,"Los Angeles County, CA, USA",2,0.0396,34.04194,-118.25831,99,3787,10.462335311089094,1214104,242
9617,"Cuyahoga County, OH, USA",0,0.1,41.58699,-81.56392,96,9380,15.307684377248421,11208521,2241
792,"Los Angeles County, CA, USA",18,0.0,34.20509,-118.20312,109,5666,0.13466474428556552,1214104,242
14015,"Douglas County, NE, USA",0,0.25,41.297374,-95.97986,69,153,12.752369595610977,10514390,2102
4086,"Washington County, RI, USA",2,0.7309,41.41532,-71.64805,59,6896,6.534101930824617,5048667,1009
9403,"Cook County, IL, USA",29,0.1,41.83946,-87.6062,77,8120,2.1327415156378353,9067522,1813
12105,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,133,10403,7.989677327269338,10409900,2081
5505,"Dauphin County, PA, USA",25,3.0645,40.25465,-76.88842,3,7344,4.4542501956395615,6398869,1279
13223,"Alameda County, CA, USA",22,1.0153,37.76504,-122.27295,148,5912,19.738054488328324,11589551,2317
2767,"Union County, NC, USA",2,0.0035,35.03471,-80.59722,29,2493,23.04671931268118,9341972,1868
12302,"Marion County, AR, USA",0,0.01,36.39635713,-92.59695417,12,4851,20.145191054855683,3787108,757
1893,"Brunswick County, NC, USA",5,0.0066,33.90926,-78.58055,126,79,3.808729324065252,1486845,297
4044,"Indian River County, FL, USA",0,0.0208,27.7636,-80.3972,87,5454,10.856011017847058,4124460,824
9491,"Cuyahoga County, OH, USA",84,1.0,41.48833,-81.74167,99,5418,12.194158308136197,11208521,2241
14593,"Pinellas County, FL, USA",0,0.0067,27.66355,-82.74462,4,10323,4.994577283174272,9904308,1980
9936,"Benzie County, MI, USA",7,0.1,44.73171,-86.15613,44,683,3.804652259998762,644048,128
1754,"Indian River County, FL, USA",2,0.0042,27.76359,-80.3972,20,830,22.749065948290262,4124460,824
15734,"Suffolk County, NY, USA",33,0.2943,40.95677,-73.14355,111,8786,13.51366626852965,9280308,1856
3275,"Palm Beach County, FL, USA",3,0.0163,26.61827,-80.07552,112,3071,1.016480337550675,8732606,1746
1774,"San Diego County, CA, USA",20,0.0582,32.76178,-117.25039,87,6653,6.778176228382788,7853477,1570
1716,"Pinellas County, FL, USA",5,0.0068,27.74985,-82.74668,100,5100,19.525841627175442,9904308,1980
12228,"King County, WA, USA",0,0.0031,47.54802,-122.18594,27,5634,6.105278653650322,2726805,545
6540,"Cuyahoga County, OH, USA",2,0.6279,41.58552,-81.5672,36,736,19.293283425918517,11208521,2241
10850,"Plymouth County, MA, USA",23,2.0,41.859026352477,-70.525910748143,2,7237,3.0645501812913505,2383556,476
988,"Pinellas County, FL, USA",4,0.0452,27.72107,-82.68027,102,7682,3.676938960285315,9904308,1980
1804,"Broward County, FL, USA",0,0.0,26.11697,-80.23184,103,9209,10.933994025720954,2737526,547
1051,"Indian River County, FL, USA",1,0.1276,27.76129,-80.39575,72,2489,6.276085975770538,4124460,824
5593,"San Diego County, CA, USA",0,0.0169,33.15543,-117.35094,9,3062,10.510052647245985,7853477,1570
8680,"Broward County, FL, USA",68,2.0,26.192071595116,-80.095065761509,41,4196,20.025907313480072,2737526,547
12047,"King County, WA, USA",2,0.0109,47.56558,-122.19049,43,4196,10.467704772917902,2726805,545
7564,"Marin County, CA, USA",535,1.0,37.8308496197,-122.53617328273,87,1371,21.535427755096133,2222618,444
2766,"Monroe County, MI, USA",4,0.0,41.93312,-83.36596,6,2741,24.79258004244787,4401478,880
6072,"San Diego County, CA, USA",3,0.0135,32.83193,-117.13833,113,4761,17.318790174535316,7853477,1570
14257,"Douglas County, NE, USA",0,0.25,41.286459,-96.088624,82,10807,18.495953507275427,10514390,2102
5280,"Jefferson Parish, LA, USA",45,10.3117,30.02155,-90.12628,114,9567,23.943485490482008,3236839,647
3508,"Monterey County, CA, USA",1,0.1301,36.55496,-121.92978,71,11785,1.6135623005681612,5092501,1018
9843,"Benzie County, MI, USA",3,0.1,44.76304,-86.07643,84,4006,21.785658257818344,644048,128
15545,"Lake County, IL, USA",1,0.0,42.34919,-87.95304,27,3773,12.079345141615303,7648079,1529
14660,"El Paso County, CO, USA",0,0.0,38.764602,-104.786201,61,8792,6.377947602427201,3180546,636
563,"Los Angeles County, CA, USA",11,0.9292,34.01088,-118.49643,89,3340,14.879881326058193,1214104,242
13551,"Pinellas County, FL, USA",0,0.0,27.74957,-82.74894,15,331,17.078606044952082,9904308,1980
723,"Knox County, ME, USA",0,0.0249,44.0659,-69.07134,102,10693,20.843226730211676,9282054,1856
11035,"Barnstable County, MA, USA",35,0.0063,41.7225,-70.3934,100,11233,8.185577760589435,478154,95
8543,"Santa Cruz County, CA, USA",38,0.0585,36.92215,-121.77255,136,1036,15.396207121231315,9311168,1862
15751,"Coos County, OR, USA",1,0.0,43.10508,-124.41503,24,10647,19.316226817063896,9571849,1914
12129,"Volusia County, FL, USA",3,0.0275,29.24471,-81.04949,76,6011,21.887807766693648,10409900,2081
15551,"Washington, DC, USA",0,0.0047,38.9142,-77.06914,4,7675,14.580781228248407,8678626,1735
15641,"Cumberland County, PA, USA",7,0.0,40.27303,-76.94855,94,9186,21.98458493756458,2067544,413
8906,"Dorchester County, SC, USA",44,1.0,33.029811891299,-80.388965706307,132,948,5.5079058824894735,5612696,1122
2362,"Colleton County, SC, USA",7,0.0,32.50478,-80.29489,117,11873,15.48445853226999,6327439,1265
1593,"San Diego County, CA, USA",4,0.1346,32.75365,-117.25048,60,3304,6.922667880088181,7853477,1570
7094,"Los Angeles County, CA, USA",8,0.708,33.95963,-118.45347,55,4706,4.860270591842286,1214104,242
13836,"Pinellas County, FL, USA",3,3.7901,27.67604,-82.7259,74,5338,20.514393605263383,9904308,1980
15048,"Jasper County, TX, USA",0,0.1,30.916537,-94.000602,101,9896,19.855188942167015,4336829,867
11839,"Cameron County, TX, USA",78,0.8859,26.07143,-97.47244,55,9723,25.044006412368294,9832293,1966
980,"Pinellas County, FL, USA",1,0.0225,27.73632,-82.75113,84,3528,14.237844353868459,9904308,1980
11337,"Hillsborough County, FL, USA",22,0.0,27.9721,-82.60528,114,7579,2.0333687630105404,2408043,481
7791,"Broward County, FL, USA",1,0.0,26.27163,-80.18283,81,10157,5.681402481916504,2737526,547
4718,"Miami-Dade County, FL, USA",0,0.2728,25.73841,-80.16811,112,8240,17.517889286206074,4518308,903
12841,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,129,1401,24.325133319568085,10409900,2081
14683,"El Paso County, CO, USA",0,0.0,38.920962,-104.991832,127,1478,24.46536063434188,3180546,636
5171,"Miami-Dade County, FL, USA",0,0.2447,25.72586,-80.24026,79,10558,11.110986544345865,4518308,903
6062,"Los Angeles County, CA, USA",3,0.0096,34.17927,-118.09694,90,6582,12.778655006726947,1214104,242
4781,"Indian River County, FL, USA",0,3.0371,27.76334,-80.39715,135,8181,14.723942505391147,4124460,824
15521,"Anne Arundel County, MD, USA",7,0.1885,38.85589,-76.69079,74,4178,3.535550225956757,5778438,1155
9,"Galveston County, TX, USA",1,0.0,29.19495,-94.95315,3,7489,1.7282606472037865,1286716,257
3372,"Palm Beach County, FL, USA",0,0.1027,26.90988,-80.06223,27,7817,3.136463568842325,8732606,1746
3609,"Dare County, NC, USA",4,0.3646,35.85648,-75.56775,3,3741,20.182549900124677,467379,93
10068,"Cook County, IL, USA",504,1.0,41.96675,-87.637,56,2458,6.684055625054105,9067522,1813
10968,"Westchester County, NY, USA",28,0.39799999999999996,40.96069,-73.68032,82,796,19.429010000499062,7149925,1429
4741,"Brevard County, FL, USA",0,0.4821,28.33763,-80.6064,85,7256,11.936440364867275,10924815,2184
5040,"Broward County, FL, USA",14,0.0028,26.08633,-80.11063,50,9840,10.31992196439991,2737526,547
332,"Los Angeles County, CA, USA",4,1.8445,34.17753,-118.09696,64,2870,19.199314509728296,1214104,242
11199,"San Diego County, CA, USA",3,0.4377,32.86358,-117.2536,139,7796,4.7198556451013545,7853477,1570
8830,"Palm Beach County, FL, USA",37,0.0375,26.42399,-80.09318,144,11837,3.68247521681334,8732606,1746
14206,"Douglas County, NE, USA",0,0.25,41.31414,-96.011895,59,6480,17.359781717984717,10514390,2102
12198,"San Diego County, CA, USA",16,0.2132,32.75998,-117.2511,105,5329,13.240542057215585,7853477,1570
6765,"Charlotte County, FL, USA",27,2.0,26.939078884092,-82.051585901891,42,6854,14.19643567998618,6584509,1316
1963,"Walton County, FL, USA",2,0.5529999999999999,30.28396,-86.03345,95,10206,3.637755781983415,10587059,2117
4722,"Glynn County, GA, USA",34,0.6193,31.16327,-81.44833,142,10621,12.883007212103127,8314274,1662
9777,"Cook County, IL, USA",0,0.1,41.88563,-87.61174,23,4467,7.039612372130521,9067522,1813
13403,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,131,10545,11.139686632544903,10409900,2081
15047,"Dallas County, TX, USA",0,1.0,32.813698,-96.955624,5,10096,24.700495397258614,5588780,1117
4434,"Los Angeles County, CA, USA",7,0.0235,34.13403,-118.1897,104,5903,21.419557724140635,1214104,242
4789,"Miami-Dade County, FL, USA",0,0.4246,25.74585,-80.19,86,5562,17.79799553515486,4518308,903
5594,"Los Angeles County, CA, USA",2,80.8432,34.08355,-118.22579,84,11943,23.356243587016042,1214104,242
12562,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,150,10598,1.2105290372649686,8317810,1663
12296,,0,0.01,24.889917,-80.566383,146,702,0.14196894534213358,5670055,1134
10715,"Los Angeles County, CA, USA",3,0.9942,33.87061,-118.40453,40,1359,19.789438346466493,1214104,242
9191,"Broward County, FL, USA",3,0.0083,26.09745,-80.3016,90,3426,22.733882459518583,2737526,547
8255,"San Luis Obispo County, CA, USA",46,0.25,35.124194713112,-120.63334292217,142,3979,5.63855398553274,9389152,1877
11651,"New York County, New York, NY, USA",5,0.25,40.746977815363,-74.009137598811,69,10451,15.120759204544028,3035344,607
11550,"Sonoma County, CA, USA",71,2.0,38.511998774128,-123.24278939046,13,386,8.771537011091057,4304791,860
14637,"El Paso County, CO, USA",0,0.0,39.007252,-104.818423,8,4981,6.193954157732016,3180546,636
3830,"Cumberland County, ME, USA",7,1.2361,43.65368,-70.23355,65,9180,4.7116837175543935,9265149,1853
1941,"King County, WA, USA",4,0.0,47.40715,-122.33077,62,11589,12.444413756229055,2726805,545
812,"King County, WA, USA",43,0.0,47.60245,-122.29427,88,7610,7.2322044899056515,2726805,545
11427,"San Mateo County, CA, USA",2,0.25,37.270841490398,-122.4110769021,37,3308,19.648152184048982,7237370,1447
4353,"Cumberland County, ME, USA",5,0.028999999999999998,43.65669,-70.25015,39,6878,22.787246661192228,9265149,1853
5457,"Santa Cruz County, CA, USA",13,0.4671,36.97207,-121.95089,78,1829,14.495771810998676,9311168,1862
8053,"Miami-Dade County, FL, USA",9,3.6167,25.73161,-80.23219,3,5993,8.445338602684831,4518308,903
2230,"Pinellas County, FL, USA",12,0.6836,27.68861,-82.73831,37,1364,5.724726742270464,9904308,1980
10947,"Baldwin County, AL, USA",152,7.0,30.255274096826,-87.715781755565,84,11793,5.47648022504022,11219138,2243
9359,"Cook County, IL, USA",63,0.5,41.86388,-87.6074,36,3882,18.9299353539015,9067522,1813
14187,"Sarpy County, NE, USA",0,0.25,41.19047,-96.177671,105,11998,1.913320344112347,5580498,1116
4311,"Virginia Beach, VA, USA",0,0.2832,36.8311,-75.96949,86,1953,23.287425065379853,8317810,1663
7350,"Los Angeles County, CA, USA",4,0.0393,34.06371,-118.29443,15,7901,7.7747111429875995,1214104,242
1755,"Whatcom County, WA, USA",6,0.0596,48.72511,-122.68717,105,9668,20.98129733073523,5568965,1113
657,"Los Angeles County, CA, USA",3,0.0,34.08043,-118.12536,65,105,17.616030562505294,1214104,242
7265,"St Johns County, FL, USA",1,0.5,29.981887553706,-81.31140839186,107,2933,23.853257578936702,9244498,1848
13921,"Pinellas County, FL, USA",21,1.4385,27.93401,-82.75636,43,6017,18.19336742559004,9904308,1980
6663,"Kent County, RI, USA",86,1.0822,41.69406,-71.45208,7,7641,8.182544183858301,3765194,753
1434,"Lincoln County, OR, USA",5,0.25,44.940528505732,-124.02362772961,19,6811,23.917716704370957,3663964,732
6462,"Maricopa County, AZ, USA",6,0.0409,33.52153,-112.01053,144,785,23.984694356954556,12259990,2451
4014,"Pinellas County, FL, USA",6,1.6862,27.68911,-82.73825,1,9206,4.091588532046557,9904308,1980
10889,"Monterey County, CA, USA",0,2.0,36.282535504572,-121.32169627583,2,10313,1.9708243434261288,5092501,1018
5065,"Manatee County, FL, USA",27,0.5137,27.496,-82.64644,74,3529,17.830366034286453,11649638,2329
13876,"Pinellas County, FL, USA",30,1.1827,27.93424,-82.75634,69,5421,15.160133829521346,9904308,1980
8546,"Henry County, OH, USA",12,0.75,41.408825545461,-83.990931187035,59,9578,5.234984472301675,3517192,703
5365,"Galveston County, TX, USA",9,1.642,29.44775,-94.92414,114,5287,2.7645984017628535,1286716,257
6363,"King County, WA, USA",0,0.0584,47.51689,-122.34632,73,8816,4.454285255934946,2726805,545
4378,"Delaware County, OH, USA",93,0.1176,40.23949,-82.96426,47,11530,19.969770834018732,8733920,1746
2008,"Palm Beach County, FL, USA",10,0.0,26.53131,-80.08669,40,7959,14.924574680671542,8732606,1746
3055,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,134,7475,24.905760173101022,9904308,1980
1915,"Alameda County, CA, USA",13,0.0,37.7422,-122.15039,117,11704,13.398274226908235,11589551,2317
1961,"Washington County, RI, USA",1,0.1371,41.43408,-71.45601,131,5676,0.9575874394570297,5048667,1009
9401,"Alpena County, MI, USA",50,0.2,45.06912,-83.43628,68,4880,2.8564526740931466,8017616,1603
13348,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,61,1451,16.789908786656554,10409900,2081
12042,"King County, WA, USA",1,0.0165,47.56551,-122.18991,25,1622,17.272172754916767,2726805,545
5116,"Pinellas County, FL, USA",6,1.0696,27.6551,-82.71781,49,7812,18.076123801791105,9904308,1980
11795,"San Diego County, CA, USA",16,0.2132,32.75998,-117.2511,37,6237,21.25922622428209,7853477,1570
3898,"San Diego County, CA, USA",5,0.1319,32.7808,-117.0356,101,9470,8.271532580257889,7853477,1570
7640,"Milwaukee County, WI, USA",100,0.75,43.031745727071,-87.914952155239,148,4784,13.413122170432889,1417906,283
4327,"Lee County, FL, USA",3,0.0,26.39559,-81.80901,94,7010,3.970319146495128,5670726,1134
9237,"Oceana County, MI, USA",0,0.01,43.73318,-86.47422,130,8818,17.417466761923734,1785800,357
14335,"Franklin County, FL, USA",0,0.0144,29.72082,-84.98863,53,6917,10.332188561030975,5890127,1178
8598,"Los Angeles County, CA, USA",11,1.3935,34.1785,-118.09673,51,10233,19.15638224960681,1214104,242
5152,"Volusia County, FL, USA",36,7.2692,29.40865,-81.10041,92,5559,2.149337328315015,10409900,2081
8796,"Grays Harbor County, WA, USA",51,2.2134,47.07039,-124.1706,71,9928,10.77482023210932,12029490,2405
15443,"Arlington County, Arlington, VA, USA",21,0.0,38.89002,-77.08655,17,10589,9.543786715363423,4092437,818
14794,"Brevard County, FL, USA",0,0.0401,27.90184,-80.47117,109,8867,14.620789891027224,10924815,2184
15863,"Ocean County, NJ, USA",10,0.0084,39.75568,-74.10358,7,1371,9.130087714410239,5594505,1118
6096,"Queens County, Queens, NY, USA",177,0.0149,40.56708,-73.86536,72,8583,11.906193197733446,530526,106
14376,"Pinellas County, FL, USA",29,0.0,27.93409,-82.75648,130,293,2.7170059370747177,9904308,1980
3754,"Carteret County, NC, USA",0,0.0,34.69799,-76.71891,38,8464,9.04002291962291,1244281,248
5345,"Calvert County, MD, USA",4,0.0,38.61928,-76.51376,102,8339,22.46467917057368,6322354,1264
6973,"Palm Beach County, FL, USA",3,0.0582,26.5443,-80.04324,24,2860,16.569126519671133,8732606,1746
12485,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,76,2247,22.30949155752519,8317810,1663
6526,"Los Angeles County, CA, USA",8,0.0049,33.98946,-117.94514,48,3015,12.74510510333761,1214104,242
1409,"Solano County, CA, USA",2,0.0142,38.35591,-122.00859,19,6462,12.365824565368868,9991659,1998
3478,"Benzie County, MI, USA",0,0.0451,44.5193,-85.9915,97,7357,12.676010221260697,644048,128
5530,"Monterey County, CA, USA",5,0.7167,36.61502,-121.85405,143,642,23.611972072082676,5092501,1018
6047,"Lake County, IL, USA",15,0.0795,42.15412,-87.80326,61,5728,22.45624674656309,7648079,1529
12186,"Humboldt County, CA, USA",0,0.0117,40.74046,-124.19641,13,2376,6.271604422002429,9769130,1953
6256,"San Francisco County, CA, USA",27,0.0333,37.74362,-122.42803,67,8062,2.6473039810380015,1677439,335
7952,"Santa Rosa County, FL, USA",402,2.0,30.380429061435,-86.861469155922,2,4731,22.012398890135803,8465520,1693
11960,"Palm Beach County, FL, USA",38,1.7823,26.46927,-80.05817,79,5989,15.384235574527871,8732606,1746
13002,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,109,1303,9.107969058341435,10409900,2081
10491,"San Diego County, CA, USA",0,0.3124,32.76136,-117.2505,89,1408,14.385400116207135,7853477,1570
3737,"Santa Barbara County, CA, USA",37,1.0,34.403003537207,-119.74358014268,114,563,22.719866131205933,7045521,1409
12902,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,11,6887,8.355302059055342,10409900,2081
4799,"Miami-Dade County, FL, USA",9,0.155,25.72529,-80.14802,41,8406,22.339997637118696,4518308,903
1993,"Pinellas County, FL, USA",0,0.0,27.69645,-82.73787,114,3747,2.2914213655213387,9904308,1980
9270,"Erie County, NY, USA",8,0.1,42.8841,-78.8903,135,5982,3.3850794286228054,7512282,1502
12443,"Cumberland County, PA, USA",0,0.0,40.28285,-76.97496,40,2463,20.05031113755219,2067544,413
14435,"Dekalb County, GA, USA",0,2.0,33.90228,-84.335236,108,9785,2.8009061310681904,11992622,2398
10386,"Palm Beach County, FL, USA",19,2.3898,26.46944,-80.05884,91,7414,16.08988227105968,8732606,1746
10654,"San Diego County, CA, USA",6,0.0046,32.762,-117.2504,147,1110,14.903750168336057,7853477,1570
3255,"Santa Barbara County, CA, USA",0,0.0196,34.95207,-120.42204,3,920,1.464412941195032,7045521,1409
13583,"Manatee County, FL, USA",1,0.0302,27.49527,-82.57957,117,3774,3.8615803653038716,11649638,2329
3958,"Orange County, FL, USA",6,1.9668,28.60598,-81.37673,44,12093,2.1261203597061384,4977527,995
5935,"Kitsap County, WA, USA",9,13.1862,47.73132,-122.56145,31,1654,22.85870869629136,3514426,702
6892,"New York County, New York, NY, USA",33,0.4091,40.79261,-73.92399,63,3408,13.923917115514437,3035344,607
2798,"Miami-Dade County, FL, USA",18,0.2598,25.7093,-80.15167,35,227,17.16743147343275,4518308,903
8493,"Suffolk County, NY, USA",26,0.25,40.722618158716,-73.094204169967,40,5699,5.940537649382317,9280308,1856
14916,"Palm Beach County, FL, USA",0,0.0079,26.3544,-80.06924,119,9774,12.546945380994908,8732606,1746
7121,"Nassau County, FL, USA",20,2.0,30.565698409441,-81.52208846549,15,5804,15.526491796147672,4951852,990
12576,"Southampton County, VA, USA",3,0.0,36.80523,-76.97742,40,1842,0.40323501181737403,2624021,524
3645,"Palm Beach County, FL, USA",1,3.5180000000000002,26.46931,-80.0584,31,9632,19.458086146911477,8732606,1746
11634,"San Mateo County, CA, USA",10,0.25,37.51497477731,-122.19907217542,92,11014,13.106597587242618,7237370,1447
9568,"Leelanau County, MI, USA",8,0.1,44.90501,-86.02618,4,5624,2.5864648897658533,9538233,1907
2596,"Barnstable County, MA, USA",5,0.0352,41.74812,-70.07457,24,10186,16.207826075783498,478154,95
11215,"Palm Beach County, FL, USA",0,0.4822,26.46899,-80.05692,37,9495,5.727239404916888,8732606,1746
2717,"Palm Beach County, FL, USA",1,0.0,26.67793,-80.71529,1,1842,11.14415822616619,8732606,1746
4704,"Palm Beach County, FL, USA",1,0.0,26.35429,-80.06932,122,3028,16.645469029427424,8732606,1746
5554,"Broward County, FL, USA",8,0.0719,26.19222,-80.09575,107,9490,9.904618701831968,2737526,547
14009,"Douglas County, NE, USA",0,0.25,41.263063,-95.962466,44,7343,0.8766644965733332,10514390,2102
1973,"St Johns County, FL, USA",0,1.3908,29.91497,-81.30748,70,3824,0.4020793231839818,9244498,1848
4209,"Los Angeles County, CA, USA",0,0.0506,34.14633,-118.11751,17,11658,0.5810873352158092,1214104,242
1270,"Palm Beach County, FL, USA",7,0.0956,26.54507,-80.04417,138,7411,6.062927634352751,8732606,1746
14357,"Humboldt County, CA, USA",24,0.5,40.781105342006,-124.2009895493,4,3722,11.764958251422476,9769130,1953
11480,"San Mateo County, CA, USA",11,0.5,37.464041446559,-122.4462579217,134,753,0.0978122725918916,7237370,1447
12951,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,58,11046,11.957675660590152,10409900,2081
820,"Palm Beach County, FL, USA",3,1.518,26.46938,-80.05866,86,11022,4.174714543640229,8732606,1746
14358,"Humboldt County, CA, USA",40,0.25,40.78570603094,-124.19783054262,133,4678,12.381111331280447,9769130,1953
14904,"Palm Beach County, FL, USA",0,0.9109999999999999,26.35434,-80.06927,23,1578,12.82010818630406,8732606,1746
3402,"Pinellas County, FL, USA",7,0.0067,27.67593,-82.72691,95,3311,22.69965412466034,9904308,1980
958,"Indian River County, FL, USA",0,1.1702,27.76242,-80.39647,127,3445,19.50016108235047,4124460,824
1028,"Washington, DC, USA",0,0.0,38.91176,-77.02079,26,8152,8.582895143999764,8678626,1735
4140,"Monmouth County, NJ, USA",17,0.0032,40.34704,-73.97383,128,6242,0.10903589086680039,10682732,2136
12071,"Loudoun County, VA, USA",4,1.5944,38.90898,-77.48901,93,6556,2.5872091702526596,5797013,1159
3989,"St Johns County, FL, USA",3,1.9986,30.02249,-81.32294,16,622,16.86824760851737,9244498,1848
9205,"Cook County, IL, USA",0,0.1,42.06505,-87.6747,85,1304,20.140540225703308,9067522,1813
3312,"Monroe County, FL, USA",4,0.1542,24.52126,-81.96367,51,6281,16.899341048328072,2714433,542
5447,"Cook County, IL, USA",20,0.5945,42.07987,-87.68684,123,10788,3.1495390082109087,9067522,1813
12234,"Pinellas County, FL, USA",6,2.6774,27.68816,-82.73778,49,8786,24.490398382353373,9904308,1980
6964,"Charlotte County, FL, USA",0,0.0063,27.01233,-82.12801,127,3874,14.882933640587012,6584509,1316
9522,"Leelanau County, MI, USA",10,0.1,44.95075,-85.80632,46,12127,14.053466748608326,9538233,1907
12896,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,17,7515,22.974874103151624,10409900,2081
178,"Miami-Dade County, FL, USA",1,1.2934,25.78872,-80.12801,102,7396,14.095311373082302,4518308,903
488,"York County, ME, USA",0,0.0142,43.47435,-70.49898,63,1298,22.87071842907293,932384,186
1653,"Cumberland County, PA, USA",5,0.0186,40.27314,-76.94852,43,6523,20.75731486375763,2067544,413
14546,"Hall County, GA, USA",0,2.0,34.344294,-83.850182,71,6093,1.3937486509513195,5843033,1168
8660,"Hampton, VA, USA",5,1.0,37.046729301009,-76.363394513214,0,3266,13.994833664217618,9345868,1869
3028,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,121,5806,12.630543327107256,9904308,1980
7455,"Tillamook County, OR, USA",0,2.0,45.102832932617,-123.98200319511,141,11177,8.021193510724128,10894630,2178
15062,"Caldwell County, TX, USA",0,2.0,29.883754,-97.675093,51,8305,15.593546859554618,10463575,2092
9766,"Leelanau County, MI, USA",16,0.1,44.93986,-85.87269,127,9270,18.393500206645147,9538233,1907
10076,"Cuyahoga County, OH, USA",90,0.25,41.49094,-81.93414,93,2589,7.629976892563608,11208521,2241
15365,"Erie County, PA, USA",0,0.25,42.02105,-80.376429,94,9863,18.494409502463505,10452065,2090
3195,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,37,3068,1.2840933495345082,9904308,1980
11618,"San Mateo County, CA, USA",4,0.25,37.51594541117,-122.20138403872,60,11096,4.602918463390036,7237370,1447
11217,"Pinellas County, FL, USA",8,2.4812,27.68878,-82.73808,68,7672,19.533200425307417,9904308,1980
15888,"Palm Beach County, FL, USA",0,0.4125,26.46922,-80.05736,44,3498,8.740775785285095,8732606,1746
