%Month  Day  Year   Long (E)    Lat (N)   Plastic conc. (pieces/km2)
  10   19   2011   -130.16     11.68           0
  10   20   2011   -130.43     11.07        4373
  10   20   2011   -130.83     10.67        4203
  10   21   2011   -131.19     10.00        1817
  10   21   2011   -131.73     10.53           0
  10   22   2011   -131.75     10.50           0
  10   22   2011   -131.99     10.53         738
  10   22   2011   -132.61     10.62           0
  10   23   2011   -133.34     10.70           0
  10   23   2011   -134.23     10.81           0
  10   24   2011   -134.88     10.89         709
  10   24   2011   -135.75     11.33           0
  10   24   2011   -136.46     11.51           0
  10   25   2011   -137.65     11.71         699
  10   26   2011   -138.86     12.34        1051
  10   26   2011   -139.60     12.76        2244
  10   26   2011   -140.38     13.18           0
  10   27   2011   -141.35     14.21        4681
  10   28   2011   -142.11     14.65           0
  10   28   2011   -143.27     15.58           0
  10   29   2011   -144.06     15.98           0
  10   29   2011   -145.03     16.52        1065
  10   30   2011   -145.84     16.64         683
  10   30   2011   -146.68     16.81         397
  10   31   2011   -147.48     16.77         597
  11    1   2011   -148.43     16.94        1159
  11    1   2011   -149.41     17.26        1067
  11    2   2011   -150.40     17.64         531
  11    2   2011   -151.32     18.12           0
  11    3   2011   -152.22     18.32           0
  11    3   2011   -152.95     18.41           0
  11    3   2011   -153.89     18.58           0
  11    4   2011   -154.76     19.07           0
  11    5   2011   -155.99     19.45       11342
  11   17   2001   -158.03     19.41         524
  11   17   2011   -158.02     19.15         446
  11   18   2011   -158.25     18.20           0
  11   18   2011   -158.28     17.19         387
  11   19   2011   -158.28     16.40           0
  11   19   2011   -158.18     15.54           0
  11   20   2011   -158.00     14.64         423
  11   21   2011   -158.01     12.29           0
  11   22   2011   -157.95     11.39           0
  11   22   2011   -157.78     10.43           0
  11   23   2011   -157.43      9.52           0
  11   24   2011   -157.19      8.94           0
  11   24   2011   -156.89      8.36           0
  11   24   2011   -156.83      8.11           0
  11   25   2011   -156.53      7.13         989
  11   26   2011   -156.59      6.18           0
  11   26   2011   -156.60      4.90        2382
  11   27   2011   -156.63      4.60           0
  11   27   2011   -157.05      3.68           0
  11   27   2011   -157.63      2.95           0
  12    2   2011   -157.64      1.91           0
  12    2   2011   -157.96      1.24           0
  12    3   2011   -158.54      0.29           0
  12    3   2011   -159.00     -0.61           0
  12    4   2011   -158.65     -1.30           0
  12    5   2011   -157.17     -2.24        1521
  12    5   2011   -157.20     -3.07           0
  12    6   2011   -157.10     -3.91           0
  12    6   2011   -157.13     -3.74           0
  12    7   2011   -157.38     -4.62           0
  12    7   2011   -157.36     -5.42           0
  12    8   2011   -157.32     -6.39           0
  12    8   2011   -156.79     -7.03           0
  12    9   2011   -156.24     -7.85           0
  12    9   2011   -155.90     -8.70           0
  12   10   2011   -155.53     -9.45           0
  12   11   2011   -155.16    -10.37        1888
  12   11   2011   -154.88    -11.09         407
  12   11   2011   -154.83    -11.39           0
  12   12   2011   -154.87    -12.50           0
  12   12   2011   -153.95    -12.49           0
  12   13   2011   -152.86    -13.46           0
  12   14   2011   -152.51    -13.80           0
  12   14   2011   -152.46    -14.13           0
  12   15   2011   -152.54    -14.31           0
  12   15   2011   -152.40    -14.47           0
  12   16   2011   -151.87    -15.33        1115
  12   16   2011   -151.63    -16.21           0
  12   20   2011   -150.50    -17.25           0
   1    1   2012   -150.99    -17.04           0
   1    1   2012   -152.09    -16.59           0
   1    1   2012   -152.31    -16.52           0
   1    2   2012   -152.29    -16.59        4557
   1    2   2012   -152.02    -16.80        5126
   1    3   2012   -151.69    -16.57        1520
   1    3   2012   -151.84    -16.44        4713
   1    4   2012   -151.68    -16.69           0
   1    4   2012   -151.59    -16.72           0
   1    5   2012   -150.71    -16.65        3739
   1    5   2012   -150.43    -17.08         788
   1    6   2012   -150.28    -17.05           0
   1   12   2012   -150.82    -16.81           0
   2    4   2012   -148.38    -16.17           0
   2    5   2012   -148.14    -15.99        1359
   2    5   2012   -148.34    -15.27         411
   2    8   2012   -147.02    -14.69         483
   2    9   2012   -143.01    -14.03        8207
   2    9   2012   -145.48    -13.67         833
   2   10   2012   -144.50    -13.33           0
   2   10   2012   -144.10    -12.95           0
   2   11   2012   -143.29    -12.03           0
   2   11   2012   -142.87    -11.42           0
   2   12   2012   -142.21    -10.73         655
   2   12   2012   -141.71    -10.38           0
   2   13   2012   -140.89     -9.76           0
   2   14   2012   -140.23     -9.08           0
   2   20   2012   -140.95     -8.73           0
   2   20   2012   -141.38     -8.27           0
   2   20   2012   -141.74     -7.82           0
   2   21   2012   -142.64     -6.70         587
   2   21   2012   -143.32     -6.18           0
   2   22   2012   -144.39     -5.29           0
   2   22   2012   -144.82     -4.95           0
   2   23   2012   -145.72     -4.44           0
   2   23   2012   -147.01     -3.69           0
   2   24   2012   -149.57     -2.48           0
   2   25   2012   -151.29     -1.67           0
   2   26   2012   -152.27     -1.06           0
   2   28   2012   -156.27      0.64         428
   2   28   2012   -157.22      1.48           0
   3    4   2012   -157.34      3.48        1472
   3    4   2012   -157.52      4.27           0
   3    5   2012   -157.63      6.33           0
   3    6   2012   -157.83      8.02           0
   3    8   2012   -158.35     12.01           0
   3   29   2012   -157.88     21.25         992
   3   29   2012   -158.05     20.69        1800
   3   30   2012   -158.39     19.90         464
   3   31   2012   -158.68     18.96        4200
   3   31   2012   -158.96     18.42        8345
   3   31   2012   -159.22     17.38         963
   4    1   2012   -159.34     16.45           0
   4    1   2012   -159.46     15.39        1321
   4    2   2012   -159.29     14.59        1967
   4    2   2012   -159.18     13.65        1320
   4    3   2012   -159.03     12.71           0
   4    4   2012   -159.02     11.49         433
   4    4   2012   -158.95     10.51           0
   4    5   2012   -158.87      9.48           0
   4    5   2012   -158.71      8.56           0
   4    6   2012   -158.45      7.40           0
   4    6   2012   -158.16      6.39        3660
   4    7   2012   -158.02      5.68         411
   4    7   2012   -157.62      4.78           0
   4    8   2012   -157.54      3.88         647
   4    8   2012   -157.49      3.24           0
   4    8   2012   -157.56      2.47           0
   4   12   2012   -157.55      1.99           0
   4   12   2012   -158.05      1.29           0
   4   12   2012   -158.38      1.80           0
   4   13   2012   -158.89      2.53        1539
   4   14   2012   -159.61      3.45           0
   4   14   2012   -160.18      4.29           0
   4   15   2012   -160.96      4.95           0
   4   15   2012   -161.95      5.55        1813
   4   19   2012   -162.09      6.64       13499
   4   20   2012   -162.19      7.42           0
   4   21   2012   -162.27      8.22           0
   4   21   2012   -162.35      9.19           0
   4   22   2012   -162.34     10.33           0
   4   23   2012   -162.10     12.59           0
   4   24   2012   -161.51     14.53           0
   4   24   2012   -161.06     15.46         619
   4   25   2012   -160.97     16.05           0
   4   25   2012   -160.59     17.02           0
   4   26   2012   -160.45     17.87           0
   4   26   2012   -159.72     18.47        8722
   4   27   2012   -159.29     19.09        4546
   4   27   2012   -158.85     19.41        7855
   4   27   2012   -158.32     19.84           0
   4   29   2012   -158.74     19.64           0
   4   29   2012   -156.47     19.43        4388
   5   13   2012   -157.82     20.38        1568
   5   14   2012   -157.97     19.19       14133
   5   15   2012   -158.49     18.25       58866
   5   15   2012   -158.80     17.17        1073
   5   15   2012   -158.80     16.34           0
   5   16   2012   -158.90     15.83        4590
   5   16   2012   -158.81     14.91         544
   5   17   2012   -158.85     13.94         541
   5   18   2012   -159.20     12.78           0
   5   18   2012   -159.45     12.01           0
   5   19   2012   -159.84     10.78           0
   5   19   2012   -160.81      8.93           0
   5   20   2012   -161.18      8.08           0
   5   20   2012   -161.67      6.90           0
   5   25   2012   -161.12      3.97           0
   5   25   2012   -160.55      2.95           0
   5   26   2012   -159.93      2.10           0
   5   26   2012   -158.96      1.03           0
   5   27   2012   -158.08      0.22           0
   6    5   2012   -155.56     17.29           0
   6   21   2012   -158.32     21.54           0
   6   22   2012   -158.69     22.34        3198
   6   22   2012   -158.82     23.02        6242
   6   23   2012   -158.88     23.91        4447
   6   23   2012   -158.85     24.61        5046
   6   23   2012   -158.88     25.30           0
   6   24   2012   -158.94     26.51        9468
   6   25   2012   -158.98     27.52           0
   6   25   2012   -159.03     28.33       10706
   6   25   2012   -158.81     29.10        1146
   6   26   2012   -158.62     30.01       10181
   6   27   2012   -157.36     29.70       21643
   6   27   2012   -157.10     30.33       25341
   6   27   2012   -157.24     31.30       38649
   6   28   2012   -157.05     32.18       31888
   6   29   2012   -156.79     32.54       53579
   6   29   2012   -156.55     32.81      101980
   6   29   2012   -155.66     33.19        7263
   6   30   2012   -155.85     34.03        4354
   7    1   2012   -155.49     35.11      113081
   7    1   2012   -154.97     36.13      112033
   7    2   2012   -153.55     37.12       63737
   7    2   2012   -151.84     37.71       92411
   7    2   2012   -150.25     38.03       55109
   7    3   2012   -148.42     38.34       99623
   7    4   2012   -146.57     38.69      116797
   7    4   2012   -145.63     39.00       25446
   7    4   2012   -144.59     38.99           0
   7    5   2012   -143.33     39.10       11720
   7    6   2012   -142.00     39.15       32553
   7    6   2012   -140.16     39.18      117270
   7    6   2012   -139.31     39.25        4635
   7    7   2012   -137.71     39.39       65069
   7    8   2012   -136.55     39.54       15546
   7    8   2012   -135.02     39.79      199859
   7    9   2012   -133.67     39.90       60749
   7    9   2012   -132.29     39.96        7422
   7   10   2012   -131.62     39.93        1403
   7   10   2012   -130.27     39.96       13799
   7   11   2012   -129.04     39.91        6998
   7   11   2012   -127.72     39.91         970
   7   27   2012   -123.25     37.49           0
   7   28   2012   -122.27     36.42           0
   7   29   2012   -121.23     34.60           0
   7   29   2012   -120.27     34.15           0
   8    4   2012   -118.41     33.58        2323
   8    5   2012   -118.67     33.69           0
   8    5   2012   -118.90     33.03         404
   8    6   2012   -119.11     32.67           0
   8    7   2012   -119.47     32.23           0
   8    7   2012   -119.81     31.80           0
   9   19   2012   -117.52     32.67           0
   9   19   2012   -118.31     33.18           0
   9   20   2012   -118.66     33.09           0
   9   20   2012   -118.99     33.13           0
   9   21   2012   -118.92     32.41           0
   9   21   2012   -118.95     32.44           0
   9   22   2012   -119.57     31.73           0
   9   22   2012   -119.62     31.53           0
   9   23   2012   -119.21     31.81           0
  10    5   2012   -118.63     32.31         386
  10    5   2012   -119.72     32.10         452
  10    6   2012   -120.82     31.88           0
  10    6   2012   -121.57     31.81         783
  10    7   2012   -122.83     31.99           0
  10    7   2012   -123.88     32.19        3163
  10    8   2012   -124.41     32.63       12499
  10    8   2012   -125.58     33.02       21749
  10    9   2012   -126.77     33.47        4232
  10    9   2012   -127.77     33.47       89213
  10   10   2012   -128.55     32.96        3415
  10   10   2012   -129.30     32.79       83582
  10   11   2012   -130.07     32.69       41259
  10   11   2012   -130.87     32.71      327434
  10   11   2012   -130.87     32.72      218536
  10   12   2012   -130.86     32.61        6095
  10   12   2012   -131.55     32.95       41494
  10   13   2012   -131.62     33.03      291370
  10   13   2012   -132.45     33.51      154607
  10   13   2012   -132.45     33.48      806614
  10   14   2012   -132.71     33.56       11059
  10   14   2012   -133.46     33.70       31396
  10   15   2012   -133.69     33.78       31116
  10   15   2012   -134.27     33.90      279281
  10   15   2012   -134.28     33.92      161726
  10   16   2012   -134.72     33.88       47910
  10   16   2012   -135.44     33.57    12316946
  10   17   2012   -135.75     33.44       20384
  10   17   2012   -136.21     33.26      704613
  10   18   2012   -136.94     33.05      414075
  10   18   2012   -137.23     32.90      293951
  10   18   2012   -137.23     32.89      724209
  10   19   2012   -138.06     32.55       76329
  10   19   2012   -138.57     32.26      281349
  10   19   2012   -138.96     32.10      108179
  10   20   2012   -139.10     32.05      140222
  10   20   2012   -139.09     32.02      147894
  10   20   2012   -139.38     31.97      269637
  10   21   2012   -139.63     31.88     2178976
  10   21   2012   -139.58     31.91      296726
  10   22   2012   -139.97     31.68       22015
  10   22   2012   -140.34     31.32      123592
  10   22   2012   -140.33     31.31       62691
  10   22   2012   -140.44     30.99       68636
  10   22   2012   -140.56     30.66       94556
  10   23   2012   -140.62     30.48      153857
  10   23   2012   -140.68     30.26      336535
  10   23   2012   -140.73     30.14     2018858
  10   24   2012   -140.87     30.09     1943071
  10   24   2012   -141.21     30.14     1672405
  10   24   2012   -141.21     30.14     1477568
  10   24   2012   -141.55     30.10      141180
  10   25   2012   -142.03     30.01       14251
  10   25   2012   -142.31     30.02       68363
  10   25   2012   -142.67     30.01      136043
  10   25   2012   -143.20     30.03       44101
  10   26   2012   -143.60     30.05       20510
  10   26   2012   -143.97     30.03       52492
  10   26   2012   -144.02     30.04       47846
  10   26   2012   -144.21     30.03       77938
  10   26   2012   -144.55     30.01       16293
  10   27   2012   -144.79     30.01       85085
  10   27   2012   -145.06     30.07      195727
  10   27   2012   -145.26     30.16      120300
  10   27   2012   -145.28     30.21       97180
  10   27   2012   -145.53     30.27       45356
  10   28   2012   -145.75     30.42      267554
  10   28   2012   -145.75     30.43      275650
  10   28   2012   -145.63     30.05     1181602
  10   29   2012   -145.62     30.04      363021
  10   29   2012   -145.79     29.89      663457
  10   30   2012   -145.88     29.21      326004
  10   30   2012   -145.94     29.10      128620
  10   30   2012   -146.16     28.54      956211
  10   30   2012   -146.15     28.55      568786
  10   30   2012   -146.25     28.23      271392
  10   30   2012   -146.44     27.73     1415361
  10   31   2012   -146.78     27.03     1085124
  10   31   2012   -147.16     26.22      579882
  11    1   2012   -147.62     25.30     1142264
  11    1   2012   -147.63     25.32       70277
  11    1   2012   -147.76     25.02      120339
  11    1   2012   -148.30     24.51       78316
  11    2   2012   -148.76     24.17      141599
  11    2   2012   -149.11     23.91       78436
  11    3   2012   -149.94     23.15           0
  11    3   2012   -150.29     22.89        6756
  11    3   2012   -150.78     22.52       58278
  11    3   2012   -151.03     22.30        6787
  11    4   2012   -151.42     21.95        6325
  11    4   2012   -151.71     21.66        5641
  11    4   2012   -152.02     21.39       20428
  11    4   2012   -152.35     21.14       17745
  11    5   2012   -153.00     20.61       12438
  11    5   2012   -153.52     20.28        1539
  11    5   2012   -153.81     20.09        5193
  11    5   2012   -154.11     19.77        4287
  11   17   2012   -157.92     20.68         399
  11   19   2012   -157.98     19.31        4086
  11   20   2012   -157.69     15.92           0
  11   21   2012   -157.17     14.20        4848
  11   22   2012   -156.91     12.51           0
  11   23   2012   -156.07     10.56        4535
  11   24   2012   -155.21      8.03        3343
  11   25   2012   -155.18      5.90        1544
  11   26   2012   -156.12      4.21         517
  11   27   2012   -157.37      2.29           0
  12    2   2012   -157.69      1.59           0
  12    3   2012   -157.71      1.56           0
  12    3   2012   -158.11      0.75           0
  12    5   2012   -157.90      0.59        1353
  12    4   2012   -158.06     -0.40         491
  12    5   2012   -157.85     -1.22         659
  12    5   2012   -157.77     -2.01           0
  12    6   2012   -157.67     -2.94           0
  12    6   2012   -157.24     -3.43           0
  12    7   2012   -156.56     -3.84           0
  12    7   2012   -156.07     -4.50           0
  12    8   2012   -155.03     -5.30           0
  12    8   2012   -154.25     -6.08           0
  12    9   2012   -153.76     -6.66         550
  12    9   2012   -153.21     -7.46        1817
  12   10   2012   -152.54     -8.22        1739
  12   10   2012   -152.05     -8.90         660
  12   11   2012   -151.53     -9.71         518
  12   11   2012   -151.11    -10.80           0
  12   12   2012   -151.35    -11.53           0
  12   12   2012   -151.21    -12.41           0
  12   13   2012   -151.08    -13.28        4689
  12   13   2012   -151.31    -13.85         629
  12   20   2012   -150.79    -17.11         752
